,precision,recall,f1score,auc,stat_par,eq_odds,zero_one_loss,disp_imp,ao,tpr_diff,fpr_diff,acc,hmean,model,fairness_method
0,0.5837868736077793,0.7640594699418228,0.6618675657539279,0.5,0.0,0.0,0.18897399153365946,0.0,0.0,0.0,0.0,0.7640594699418228,0.0,logreg,FairnessMethods.RW
1,0.5744405315206487,0.7579185520361991,0.6535462417815359,0.5,0.0,0.0,0.2111886863322463,0.0,0.0,0.0,0.0,0.7579185520361991,0.0,logreg,FairnessMethods.RW
2,0.5666284265185364,0.7527472527472527,0.6465603362155087,0.5,0.0,0.0,0.21725419156926007,0.0,0.0,0.0,0.0,0.7527472527472527,0.0,logreg,FairnessMethods.RW
3,0.564562948276136,0.7508080155138979,0.6445001425400823,0.4995698924731183,-0.0005078348957562088,0.0005085814806945797,0.19263459048573695,0.4860710854947166,0.0,0.0,0.0,0.7508080155138979,0.736821804347825,logreg,FairnessMethods.RW
4,0.5700396413351279,0.7550096961861668,0.6496142358345803,0.5,0.0,0.0,0.20363274969480216,0.0,0.0,0.0,0.0,0.7550096961861668,0.0,logreg,FairnessMethods.RW
5,0.5764019147512817,0.7592113768584356,0.6552958016683688,0.5,0.0,0.0,0.1911960325753429,0.0,0.0,0.0,0.0,0.7592113768584356,0.0,logreg,FairnessMethods.RW
6,0.5729716878049514,0.7569489334195216,0.6522348793482412,0.5,0.0,0.0,0.19334199259152363,0.0,0.0,0.0,0.0,0.7569489334195216,0.0,logreg,FairnessMethods.RW
7,0.5803347095886736,0.7617970265029088,0.6587986026297399,0.5,0.0,0.0,0.18871029188856203,0.0,0.0,0.0,0.0,0.7617970265029088,0.0,logreg,FairnessMethods.RW
8,0.5593531530259163,0.7478991596638656,0.6400290885585003,0.5,0.0,0.0,0.1989811012819137,0.0,0.0,0.0,0.0,0.7478991596638656,0.0,logreg,FairnessMethods.RW
9,0.5892323863064196,0.7676147382029735,0.6666977521419133,0.5,0.0,0.0,0.19746057202668,0.0,0.0,0.0,0.0,0.7676147382029735,0.0,logreg,FairnessMethods.RW
