,stat_par,eq_odds,zero_one_loss,disp_imp,acc,hmean,model,fairness_method
0,-0.08721804511278197,0.19999999999999996,0.14035087719298245,0.5639097744360901,0.5405405405405406,0.7010508227708888,logreg,demv
1,-0.029913043478260876,0.4444444444444444,0.06573913043478263,0.828,0.5337837837837838,0.716091546807571,logreg,demv
2,-0.06230078238191829,0.05555555555555558,0.08953926398145462,0.5483193277310924,0.5202702702702703,0.7174176220902312,logreg,demv
3,0.03475409836065574,0.6428571428571428,0.12655737704918035,0.6971428571428572,0.41496598639455784,0.5665617975097966,logreg,demv
4,-0.05837104072398189,0.2717391304347826,0.1701357466063348,0.751923076923077,0.5034013605442177,0.7187470930721167,logreg,demv
5,-0.1827290076335878,0.3529411764705882,0.0023854961832061594,0.4152671755725191,0.564625850340136,0.6288831432514909,logreg,demv
6,0.11554621848739495,0.3888888888888889,0.17016806722689082,0.2361111111111111,0.5306122448979592,0.4954430260292105,logreg,demv
7,0.008582326764144943,0.3333333333333333,0.09218054672600118,0.9307692307692308,0.46258503401360546,0.7303169957082067,logreg,demv
8,0.07142857142857142,0.07142857142857145,0.10317460317460325,0.5714285714285714,0.564625850340136,0.7363797646099607,logreg,demv
9,-0.008267716535433067,0.16666666666666669,0.16968503937007873,0.9448818897637795,0.4965986394557823,0.7710420226240089,logreg,demv
